Artist,Song,Year,Genre,Duration_mins,Popularity,Danceability,Valence
Christina Perri,human,2013,pop,4.18,59,0.439,0.253
Drake,"Hold On, We're Going Home",2013,"hip hop, pop, R&B",3.8,72,0.773,0.289
James Blunt,Bonfire Heart,2013,pop,3.97,0,0.575,0.449
Maroon 5,Daylight,2012,pop,3.75,66,0.656,0.369
Childish Gambino,3005,2013,hip hop,3.93,0,0.681,0.661
Avril Lavigne,Here's to Never Growing Up,2013,pop,3.57,0,0.483,0.716
Taylor Swift,22,2012,pop,3.87,68,0.661,0.668
Passenger,Let Her Go,2012,pop,4.21,73,0.509,0.244
Ariana Grande,The Way,2013,pop,3.78,65,0.645,0.862
Rihanna,Stay,2012,"hip hop, pop, R&B",4.01,76,0.621,0.125
Justin Timberlake,Suit & Tie (feat. Jay-Z),2013,pop,5.44,67,0.795,0.357
Bruno Mars,When I Was Your Man,2012,pop,3.56,83,0.612,0.387
Florida Georgia Line,Cruise,2012,country,3.48,57,0.457,0.878
Pharrell Williams,"Happy - From ""Despicable Me 2""",2014,"hip hop, pop",3.88,79,0.647,0.962
Katy Perry,Dark Horse,2013,pop,3.59,74,0.647,0.353
ScHoolboy Q,Collard Greens,2014,"hip hop, pop",5.0,0,0.826,0.666
Iggy Azalea,Fancy,2014,"hip hop, pop",3.33,69,0.912,0.377
Maroon 5,Animals,2014,pop,3.85,79,0.279,0.328
Sam Smith,Stay With Me,2014,pop,2.88,80,0.418,0.184
MAGIC!,Rude,2014,set(),3.75,80,0.773,0.925
Sia,Chandelier,2014,pop,3.6,78,0.399,0.572
John Legend,All of Me,2013,"pop, R&B",4.49,84,0.422,0.331
ZHU,Faded,2014,Dance/Electronic,3.72,49,0.861,0.599
Meghan Trainor,All About That Bass,2015,pop,3.13,72,0.807,0.961
David Guetta,Lovers on the Sun (feat. Sam Martin),2014,"hip hop, pop, Dance/Electronic",3.39,50,0.645,0.568
Iggy Azalea,Black Widow,2014,"hip hop, pop",3.49,67,0.743,0.519
Tove Lo,Habits (Stay High),2014,"pop, Dance/Electronic",3.49,74,0.733,0.348
Oliver Heldens,Gecko (Overdrive) - Radio Edit,2014,"pop, Dance/Electronic",2.76,67,0.609,0.76
DJ Snake,You Know You Like It,2014,"hip hop, pop, Dance/Electronic",4.12,69,0.407,0.247
Maroon 5,Maps,2014,pop,3.16,0,0.737,0.893
David Guetta,Bad (feat. Vassy) - Radio Edit,2014,"hip hop, pop, Dance/Electronic",2.84,45,0.614,0.411
Tinashe,2 On (feat. ScHoolboy Q),2014,"hip hop, pop, R&B, Dance/Electronic",3.78,71,0.742,0.431
Route 94,My Love (feat. Jess Glynne),2014,"pop, Dance/Electronic",4.33,72,0.814,0.726
Taylor Swift,Bad Blood,2014,pop,3.53,54,0.646,0.287
Trey Songz,Na Na,2015,"hip hop, pop, R&B",3.87,62,0.67,0.235
Calvin Harris,Under Control (feat. Hurts),2014,"hip hop, pop, Dance/Electronic",3.07,72,0.544,0.51
O.T. Genasis,CoCo,2014,"hip hop, pop",3.99,61,0.886,0.178
Jason Derulo,Wiggle (feat. Snoop Dogg),2013,"hip hop, pop",3.22,66,0.697,0.721
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,2014,"pop, rock",3.16,66,0.76,0.78
Jeremih,Don't Tell 'Em,2015,"hip hop, pop, R&B",4.45,74,0.856,0.386
Nicki Minaj,Anaconda,2014,"hip hop, pop",4.34,66,0.964,0.646
Calvin Harris,Blame (feat. John Newman),2014,"hip hop, pop, Dance/Electronic",3.55,75,0.414,0.348
DJ Snake,Turn Down for What,2013,"hip hop, pop, Dance/Electronic",3.56,70,0.818,0.0815
Pitbull,Timber (feat. Ke$ha),2012,"hip hop, pop, latin",3.4,80,0.581,0.788
OneRepublic,Counting Stars,2014,pop,4.29,62,0.663,0.477
Bobby Shmurda,Hot N*gga,2014,"hip hop, pop",3.24,73,0.794,0.18
Calvin Harris,Summer,2014,"hip hop, pop, Dance/Electronic",3.74,21,0.603,0.72
ScHoolboy Q,Man Of The Year,2014,"hip hop, pop",3.6,0,0.743,0.391
Nico & Vinz,Am I Wrong,2014,"hip hop, pop",4.1,76,0.729,0.779
Becky G,Shower,2014,"pop, latin",3.44,78,0.699,0.121
Sigma,Nobody To Love - Radio Edit,2014,"pop, Dance/Electronic",3.16,62,0.441,0.182
The Chainsmokers,#SELFIE - Original Mix,2014,"pop, Dance/Electronic",3.06,0,0.789,0.66
Lorde,Team,2013,"pop, Dance/Electronic",3.22,76,0.69,0.416
Rixton,Me And My Broken Heart,2014,pop,3.23,77,0.545,0.551
Klingande,Jubel - Radio Edit,2013,"pop, Dance/Electronic",3.36,50,0.686,0.0951
Mr. Probz,Waves - Robin Schulz Radio Edit,2014,"hip hop, Dance/Electronic",3.47,2,0.829,0.45
Paloma Faith,Only Love Can Hurt Like This,2014,"pop, R&B, Dance/Electronic",3.88,80,0.566,0.304
Kiesza,Hideaway,2014,"pop, Dance/Electronic",4.2,64,0.838,0.203
Ariana Grande,Break Free,2014,pop,3.58,0,0.687,0.284
Kid Ink,Show Me (feat. Chris Brown),2014,"hip hop, pop",3.63,68,0.711,0.663
Tove Lo,Talking Body,2014,"pop, Dance/Electronic",3.97,66,0.736,0.114
Chris Brown,Loyal (feat. Lil Wayne & Tyga),2014,"hip hop, pop, R&B",4.42,72,0.841,0.616
OneRepublic,Love Runs Out,2014,pop,3.74,59,0.719,0.738
Olly Murs,Up (feat. Demi Lovato),2014,"pop, Dance/Electronic",3.74,0,0.69,0.638
Peking Duk,High (feat. Nicole Millar),2014,Dance/Electronic,3.8,48,0.525,0.383
Milky Chance,Stolen Dance,2014,set(),5.23,73,0.885,0.728
Ed Sheeran,Don't,2014,pop,3.66,72,0.806,0.849
Ariana Grande,Love Me Harder,2014,pop,3.94,74,0.472,0.24
Enrique Iglesias,Bailando - Spanish Version,2014,"pop, latin",4.06,66,0.718,0.96
Avicii,Hey Brother,2013,"pop, Dance/Electronic",4.25,2,0.545,0.458
Jessie J,Bang Bang,2014,"hip hop, pop",3.32,77,0.706,0.751
Duke Dumont,I Got U,2014,"pop, Dance/Electronic",4.76,67,0.636,0.463
Gorgon City,Ready For Your Love,2014,"pop, Dance/Electronic",3.31,61,0.677,0.471
Taylor Swift,Style,2014,pop,3.85,61,0.588,0.487
MKTO,Classic,2012,"hip hop, pop",2.92,82,0.72,0.756
Ariana Grande,Problem,2014,pop,3.23,73,0.66,0.625
Charli XCX,Boom Clap,2014,"pop, Dance/Electronic",2.83,49,0.659,0.576
One Direction,Steal My Girl,2014,pop,3.8,79,0.536,0.545
Tiësto,Red Lights,2013,"pop, Dance/Electronic",4.4,0,0.653,0.545
Selena Gomez,The Heart Wants What It Wants,2014,pop,3.79,58,0.616,0.621
Rita Ora,I Will Never Let You Down,2014,"hip hop, pop, Dance/Electronic",3.39,65,0.753,0.794
5 Seconds of Summer,She Looks So Perfect,2014,pop,3.37,74,0.494,0.441
The Script,Superheroes,2014,"pop, rock",4.09,74,0.49,0.64
Taylor Swift,Shake It Off,2014,pop,3.65,79,0.647,0.942
One Direction,Night Changes,2014,pop,3.78,83,0.672,0.37
Ed Sheeran,Sing,2014,pop,3.92,69,0.818,0.939
Alesso,Heroes (we could be),2014,"pop, Dance/Electronic",3.5,52,0.521,0.352
Tiësto,Wasted,2014,"pop, Dance/Electronic",3.14,0,0.645,0.375
G.R.L.,Ugly Heart,2014,pop,3.31,64,0.65,0.446
Coldplay,A Sky Full of Stars,2014,"rock, pop",4.46,80,0.545,0.162
Clean Bandit,Rather Be (feat. Jess Glynne),2014,"pop, Dance/Electronic",3.8,72,0.799,0.549
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,2014,"hip hop, pop, Dance/Electronic",3.62,63,0.596,0.461
Sia,Elastic Heart,2014,pop,4.29,70,0.421,0.499
One Direction,Story of My Life,2013,pop,4.09,81,0.6,0.286
Alex & Sierra,Little Do You Know,2014,pop,3.09,75,0.5,0.37
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),2014,"hip hop, pop, R&B",3.78,55,0.733,0.701
Echosmith,Cool Kids,2013,pop,3.96,71,0.719,0.786
Natalie La Rose,Somebody,2014,set(),3.17,66,0.83,0.735
Vance Joy,Riptide,2014,"rock, pop",3.4,80,0.484,0.51
Beyoncé,Drunk in Love (feat. Jay-Z),2014,"pop, R&B",5.39,70,0.589,0.401
Maroon 5,Sugar,2014,pop,3.92,0,0.744,0.885
Ella Henderson,Ghost,2014,"pop, Dance/Electronic",3.55,63,0.68,0.468
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",2013,pop,5.01,71,0.581,0.234
Chris Brown,New Flame (feat. Usher & Rick Ross),2014,"hip hop, pop, R&B",4.07,67,0.702,0.446
Sheppard,Geronimo,2014,"pop, rock, Dance/Electronic",3.64,0,0.707,0.437
Olly Murs,Wrapped Up (feat. Travie McCoy),2014,"pop, Dance/Electronic",3.09,0,0.787,0.947
Sam Smith,Money On My Mind,2014,pop,3.21,62,0.688,0.743
Jason Derulo,Trumpets,2013,"hip hop, pop",3.62,53,0.627,0.64
Nicki Minaj,Bed Of Lies,2014,"hip hop, pop",4.5,53,0.716,0.124
Nick Jonas,Jealous - Remix,2014,pop,3.7,0,0.685,0.504
Mark Ronson,Uptown Funk (feat. Bruno Mars),2015,pop,4.49,82,0.856,0.928
Ed Sheeran,Thinking out Loud,2014,pop,4.69,81,0.781,0.591
Wiz Khalifa,See You Again (feat. Charlie Puth),2015,"hip hop, pop",3.83,81,0.689,0.283
Justin Bieber,What Do You Mean?,2015,pop,3.43,77,0.845,0.793
Major Lazer,Lean On (feat. MØ & DJ Snake),2015,"hip hop, pop, Dance/Electronic",2.94,73,0.723,0.274
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",2014,"pop, R&B",4.2,76,0.659,0.426
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",2015,"pop, rock, Dance/Electronic",4.21,78,0.262,0.275
Calvin Harris,Outside (feat. Ellie Goulding),2014,"hip hop, pop, Dance/Electronic",3.79,78,0.646,0.418
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",2014,"hip hop, pop, Dance/Electronic",3.21,75,0.596,0.525
Demi Lovato,Cool for the Summer,2015,pop,3.58,0,0.586,0.319
Taylor Swift,Blank Space,2014,pop,3.86,82,0.76,0.57
The Weeknd,The Hills,2015,"pop, R&B",4.04,84,0.585,0.137
The Neighbourhood,Daddy Issues,2015,"rock, pop",4.34,85,0.588,0.337
Deorro,Five More Hours,2015,"pop, Dance/Electronic",3.53,66,0.699,0.499
Avicii,The Nights,2014,"pop, Dance/Electronic",2.94,85,0.527,0.654
Adam Lambert,Ghost Town,2015,pop,3.47,46,0.703,0.274
Rae Sremmurd,No Type,2015,"hip hop, pop",3.33,71,0.891,0.239
Taylor Swift,Bad Blood,2015,pop,3.34,70,0.654,0.221
Flo Rida,GDFR (feat. Sage the Gemini & Lookas),2015,"hip hop, pop",3.17,49,0.657,0.69
Robin Schulz,Sugar (feat. Francesco Yates),2015,"pop, Dance/Electronic",3.65,76,0.636,0.636
Calvin Harris,How Deep Is Your Love,2015,"hip hop, pop, Dance/Electronic",3.54,76,0.738,0.336
Philip George,Wish You Were Mine - Radio Edit,2014,"pop, Dance/Electronic",2.96,65,0.654,0.407
Fall Out Boy,Centuries,2015,rock,3.81,80,0.393,0.56
Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),2016,hip hop,2.95,76,0.886,0.23
Lost Frequencies,Are You With Me - Radio Edit,2014,"pop, Dance/Electronic",2.31,33,0.776,0.412
Twenty One Pilots,Stressed Out,2015,rock,3.37,83,0.734,0.648
Fifth Harmony,Worth It (feat. Kid Ink),2015,pop,3.74,73,0.884,0.594
KALEO,Way down We Go,2015,"rock, classical",3.66,63,0.59,0.264
Sam Smith,Like I Can,2014,pop,2.78,79,0.656,0.481
Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,2015,"hip hop, pop, Dance/Electronic",2.77,49,0.746,0.751
Martin Solveig,Intoxicated - New Radio Mix,2015,"pop, Dance/Electronic",2.66,48,0.8,0.547
Avicii,Waiting For Love,2015,"pop, Dance/Electronic",3.84,79,0.579,0.613
Felix Jaehn,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),2018,"hip hop, pop, Dance/Electronic",3.1,72,0.778,0.479
Taylor Swift,Wildest Dreams,2014,pop,3.67,78,0.553,0.467
The Weeknd,In The Night,2015,"pop, R&B",3.93,0,0.48,0.506
Pitbull,Time of Our Lives,2014,"hip hop, pop, latin",3.82,80,0.721,0.724
Galantis,Runaway (U & I),2015,"pop, Dance/Electronic",3.78,74,0.506,0.383
Rihanna,Bitch Better Have My Money,2015,"hip hop, pop, R&B",3.66,73,0.781,0.395
Zara Larsson,Lush Life,2015,"pop, Dance/Electronic",3.37,0,0.658,0.789
One Direction,Drag Me Down,2015,pop,3.2,79,0.73,0.595
Travis Scott,Antidote,2015,"hip hop, Dance/Electronic",4.38,73,0.713,0.131
Years & Years,King,2015,"pop, Dance/Electronic",3.59,0,0.559,0.466
Demi Lovato,Confident,2015,pop,3.43,64,0.594,0.344
Lemaitre,Closer,2017,pop,4.51,59,0.583,0.355
Selena Gomez,Same Old Love,2015,pop,3.82,69,0.672,0.438
Pia Mia,Do It Again,2015,"pop, R&B",3.46,72,0.712,0.411
Flo Rida,My House,2015,"hip hop, pop",3.2,76,0.688,0.74
Silentó,Watch Me (Whip / Nae Nae),2015,hip hop,3.09,0,0.819,0.964
Chris Brown,Ayo,2015,"hip hop, pop, R&B",3.75,71,0.823,0.682
The Strumbellas,Spirits,2016,"rock, Folk/Acoustic, pop",3.39,71,0.556,0.787
Fetty Wap,Trap Queen,2015,"hip hop, pop",3.7,68,0.746,0.817
Beyoncé,7/11,2014,"pop, R&B",3.56,69,0.747,0.56
Lana Del Rey,High By The Beach,2015,pop,4.29,67,0.536,0.0968
Zara Larsson,Never Forget You,2017,"pop, Dance/Electronic",3.56,73,0.583,0.276
Jeremih,oui,2015,"hip hop, pop, R&B",3.97,77,0.418,0.604
Drake,Hotline Bling,2016,"hip hop, pop, R&B",4.45,77,0.891,0.552
Selena Gomez,Kill Em With Kindness,2015,pop,3.63,64,0.757,0.398
Birdy,Let It All Go,2015,pop,4.68,68,0.383,0.174
Fetty Wap,679 (feat. Remy Boyz),2015,"hip hop, pop",3.28,74,0.618,0.603
The Weeknd,Can't Feel My Face,2015,"pop, R&B",3.56,79,0.705,0.583
SAYGRACE,You Don't Own Me (feat. G-Eazy),2015,"pop, R&B",3.32,55,0.336,0.294
X Ambassadors,Renegades,2015,"hip hop, rock, pop",3.25,75,0.526,0.528
R. City,Locked Away (feat. Adam Levine),2015,pop,3.79,77,0.509,0.55
Kygo,Stole the Show,2016,"pop, Dance/Electronic",3.72,74,0.64,0.475
Tame Impala,The Less I Know The Better,2015,metal,3.61,83,0.64,0.785
Selena Gomez,Good For You,2015,pop,3.69,0,0.6,0.217
Fetty Wap,My Way (feat. Monty),2015,"hip hop, pop",3.55,55,0.748,0.537
Hozier,Take Me To Church,2014,"Folk/Acoustic, pop",4.03,81,0.566,0.437
Taylor Swift,Style,2014,pop,3.85,77,0.588,0.487
Alessia Cara,Here,2015,"pop, R&B",3.32,0,0.379,0.359
Sam Smith,"Writing's On The Wall - From ""Spectre"" Soundtrack",2015,pop,4.65,66,0.261,0.0883
David Guetta,Bang My Head (feat. Sia & Fetty Wap),2015,"hip hop, pop, Dance/Electronic",3.22,47,0.599,0.593
Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),2015,"hip hop, pop",3.73,68,0.589,0.251
Big Sean,I Don't Fuck With You,2015,"hip hop, pop",4.74,75,0.824,0.395
Kygo,Firestone,2016,"pop, Dance/Electronic",4.53,76,0.704,0.411
Drake,Jumpman,2015,"hip hop, pop, R&B",3.43,0,0.853,0.654
Petit Biscuit,Sunset Lover,2015,Dance/Electronic,3.96,71,0.783,0.236
Shawn Mendes,Stitches,2015,pop,3.45,78,0.746,0.746
Flo Rida,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",2015,"hip hop, pop",3.74,67,0.854,0.784
Selena Gomez,The Heart Wants What It Wants,2014,pop,3.79,64,0.616,0.621
Jack Ü,Where Are Ü Now (with Justin Bieber),2015,"pop, Dance/Electronic",4.17,74,0.432,0.197
Ellie Goulding,On My Mind,2015,"pop, rock, Dance/Electronic",3.56,0,0.699,0.742
Bryson Tiller,Don't,2015,"hip hop, pop, R&B",3.3,78,0.765,0.189
Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",2015,"hip hop, pop",2.94,1,0.676,0.883
Joel Adams,Please Don't Go,2015,R&B,3.51,71,0.513,0.235
Zedd,I Want You To Know,2015,"hip hop, pop, Dance/Electronic",3.98,0,0.561,0.375
Jonas Blue,Fast Car,2015,"pop, Dance/Electronic",3.54,67,0.644,0.527
BØRNS,Electric Love,2015,"rock, pop",3.64,0,0.373,0.605
Sigala,Easy Love,2018,"pop, Dance/Electronic",3.83,66,0.68,0.647
Justin Bieber,Sorry,2015,pop,3.35,80,0.654,0.41
Ariana Grande,One Last Time,2014,pop,3.29,79,0.628,0.104
Little Mix,Black Magic,2015,pop,3.53,1,0.777,0.843
One Direction,Perfect,2015,pop,3.84,77,0.647,0.396
Years & Years,Shine,2015,"pop, Dance/Electronic",4.26,55,0.667,0.493
Meghan Trainor,Lips Are Movin,2015,pop,3.04,70,0.775,0.95
Nicky Jam,El Perdón - Forgiveness,2017,latin,3.44,51,0.736,0.656
The Weeknd,Starboy,2016,"pop, R&B",3.84,0,0.681,0.535
Drake,One Dance,2016,"hip hop, pop, R&B",2.9,84,0.792,0.37
Justin Bieber,Love Yourself,2015,pop,3.9,0,0.609,0.515
The Chainsmokers,Closer,2016,"pop, Dance/Electronic",4.08,83,0.748,0.661
Adele,Hello,2015,"pop, R&B",4.93,1,0.471,0.289
Desiigner,Panda,2016,"hip hop, pop",4.11,70,0.576,0.236
Burak Yeter,Tuesday (feat. Danelle Sandoval),2016,Dance/Electronic,4.03,72,0.841,0.675
Sia,Cheap Thrills (feat. Sean Paul),2016,pop,3.75,67,0.592,0.728
OneRepublic,Wherever I Go,2016,pop,2.83,70,0.552,0.349
Rihanna,Work,2016,"hip hop, pop, R&B",3.66,75,0.725,0.558
Coldplay,Hymn for the Weekend,2015,"rock, pop",4.3,82,0.491,0.412
Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",2016,pop,3.93,76,0.666,0.702
WILLOW,Wait a Minute!,2015,"pop, R&B, Dance/Electronic",3.28,86,0.764,0.672
Desiigner,Tiimmy Turner,2016,"hip hop, pop",4.0,67,0.603,0.304
G-Eazy,"Me, Myself & I",2015,"hip hop, pop",4.19,77,0.756,0.389
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),2016,"hip hop, pop, Dance/Electronic",3.45,68,0.367,0.365
Astrid S,Hurts So Good,2016,"rock, pop, Dance/Electronic",3.48,0,0.672,0.379
Lil Wayne,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",2016,"hip hop, pop",4.06,75,0.502,0.739
Twenty One Pilots,Heathens,2016,rock,3.27,80,0.732,0.548
Future,Low Life (feat. The Weeknd),2016,"hip hop, pop",5.23,74,0.722,0.102
Galantis,No Money,2016,"pop, Dance/Electronic",3.15,67,0.671,0.803
The Chainsmokers,Don't Let Me Down,2016,"pop, Dance/Electronic",3.47,79,0.532,0.422
Tinie Tempah,Girls Like (feat. Zara Larsson),2016,"hip hop, pop, Dance/Electronic",3.27,62,0.916,0.538
Alok,Hear Me Now,2016,"pop, Dance/Electronic",3.21,51,0.788,0.461
Jon Bellion,All Time Low,2016,"hip hop, pop",3.63,70,0.617,0.505
Cheat Codes,Sex,2016,"pop, Dance/Electronic",3.81,0,0.51,0.209
Meghan Trainor,NO,2017,pop,3.56,69,0.557,0.657
Dua Lipa,Hotter Than Hell,2017,pop,3.13,65,0.532,0.529
Martin Garrix,In the Name of Love,2016,"pop, Dance/Electronic",3.26,76,0.501,0.168
Alan Walker,Faded,2018,Dance/Electronic,3.54,78,0.468,0.159
Tove Lo,Cool Girl,2016,"pop, Dance/Electronic",3.3,0,0.674,0.234
DJ Snake,Let Me Love You,2016,"hip hop, pop, Dance/Electronic",3.43,81,0.649,0.163
Calvin Harris,This Is What You Came For (feat. Rihanna),2016,"hip hop, pop, Dance/Electronic",3.7,79,0.631,0.465
Mike Posner,I Took A Pill In Ibiza - Seeb Remix,2016,"hip hop, pop, Dance/Electronic",3.3,77,0.664,0.71
Kevin Gates,2 Phones,2016,"hip hop, pop",4.0,69,0.895,0.554
Rihanna,Needed Me,2016,"hip hop, pop, R&B",3.19,80,0.671,0.296
Ariana Grande,Side To Side,2016,pop,3.77,0,0.648,0.603
Marshmello,Alone,2016,"pop, Dance/Electronic",4.56,71,0.631,0.422
Shawn Mendes,I Know What You Did Last Summer,2015,pop,3.73,73,0.687,0.743
Calvin Harris,My Way,2016,"hip hop, pop, Dance/Electronic",3.65,74,0.818,0.536
Fitz and The Tantrums,HandClap,2016,"pop, rock",3.22,64,0.636,0.715
Twenty One Pilots,Ride,2015,rock,3.58,80,0.645,0.566
Ariana Grande,Dangerous Woman,2016,pop,3.93,0,0.677,0.297
Anne-Marie,Alarm,2016,"pop, Dance/Electronic",3.43,57,0.756,0.811
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),2016,pop,3.63,79,0.728,0.352
AlunaGeorge,I'm In Control,2016,"pop, Dance/Electronic",3.49,0,0.734,0.673
Enrique Iglesias,DUELE EL CORAZON (feat. Wisin),2016,"pop, latin",3.33,68,0.716,0.869
MNEK,Never Forget You,2015,Dance/Electronic,3.56,45,0.583,0.276
Mike Perry,The Ocean (feat. Shy Martin),2016,"pop, Dance/Electronic",3.06,70,0.632,0.188
Drake,Hotline Bling,2016,"hip hop, pop, R&B",4.45,0,0.903,0.539
Ariana Grande,Into You,2016,pop,4.07,3,0.623,0.37
Shawn Mendes,Treat You Better,2017,pop,3.13,82,0.444,0.747
Tory Lanez,Say It,2016,"hip hop, pop, R&B",3.96,73,0.546,0.247
Coldplay,Adventure of a Lifetime,2015,"rock, pop",4.4,76,0.638,0.53
Kungs,This Girl - Kungs Vs. Cookin' On 3 Burners,2016,"pop, Dance/Electronic",3.26,0,0.79,0.501
SAYGRACE,You Don't Own Me (feat. G-Eazy),2016,"pop, R&B",3.36,69,0.332,0.261
DNCE,Cake By The Ocean,2016,pop,3.65,79,0.774,0.896
99 Souls,The Girl Is Mine,2016,Dance/Electronic,3.61,55,0.683,0.706
Illy,Papercuts (feat. Vera Blue),2016,"hip hop, pop, Dance/Electronic",4.26,51,0.369,0.467
Kiiara,Gold,2015,"rock, pop, Dance/Electronic",3.76,55,0.6,0.408
Kygo,Stole the Show,2016,"pop, Dance/Electronic",3.71,0,0.678,0.478
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),2016,pop,3.57,75,0.803,0.593
Drake,Pop Style,2016,"hip hop, pop, R&B",3.55,63,0.713,0.0594
ZAYN,PILLOWTALK,2016,"pop, Dance/Electronic",3.39,59,0.588,0.429
Alessia Cara,Here,2016,"pop, R&B",3.32,66,0.376,0.327
DJ Snake,Middle,2016,"hip hop, pop, Dance/Electronic",3.68,0,0.611,0.213
Sigala,Sweet Lovin' - Radio Edit,2015,"pop, Dance/Electronic",3.37,46,0.683,0.674
Drake,Jumpman,2015,"hip hop, pop, R&B",3.43,72,0.852,0.656
Charlie Puth,Dangerously,2016,pop,3.32,62,0.696,0.23
Nick Jonas,Close,2016,pop,3.9,69,0.654,0.401
Jonas Blue,Perfect Strangers,2016,"pop, Dance/Electronic",3.28,0,0.742,0.709
Major Lazer,Cold Water (feat. Justin Bieber & MØ),2016,"hip hop, pop, Dance/Electronic",3.09,0,0.608,0.501
The Chainsmokers,Roses,2015,"pop, Dance/Electronic",3.78,73,0.713,0.343
Tory Lanez,LUV,2016,"hip hop, pop, R&B",3.81,0,0.688,0.247
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",2016,pop,3.59,68,0.632,0.523
Steve Aoki,Just Hold On,2016,"hip hop, pop, Dance/Electronic",3.31,63,0.647,0.374
Clean Bandit,Tears (feat. Louisa Johnson),2016,"pop, Dance/Electronic",3.77,60,0.605,0.298
Jonas Blue,Fast Car,2015,"pop, Dance/Electronic",3.54,1,0.459,0.581
Flume,Never Be Like You,2016,Dance/Electronic,3.89,0,0.443,0.248
Bastille,Good Grief,2016,"pop, rock",3.44,65,0.73,0.877
Sia,The Greatest (feat. Kendrick Lamar),2016,pop,3.5,68,0.668,0.729
PARTYNEXTDOOR,Not Nice,2016,"hip hop, pop, R&B",3.38,62,0.598,0.725
Garrett Nash,"i hate u, i love u (feat. olivia o'brien)",2016,"hip hop, pop",4.18,77,0.492,0.18
Hilltop Hoods,1955,2016,"hip hop, pop",3.99,63,0.766,0.71
Fifth Harmony,All In My Head (Flex) (feat. Fetty Wap),2016,pop,3.51,62,0.689,0.755
Daya,"Sit Still, Look Pretty",2016,"rock, pop, Dance/Electronic",3.37,1,0.657,0.543
Kent Jones,Don't Mind,2016,hip hop,3.3,63,0.464,0.69
Flume,Say It,2016,Dance/Electronic,4.38,53,0.581,0.273
Bryson Tiller,Exchange,2015,"hip hop, pop, R&B",3.24,76,0.525,0.276
MØ,Final Song,2016,"pop, Dance/Electronic",3.93,66,0.695,0.245
Beyoncé,Sorry,2016,"pop, R&B",3.88,67,0.775,0.356
Little Mix,Shout Out to My Ex,2017,pop,4.1,1,0.773,0.8
The Lumineers,Ophelia,2016,"pop, Folk/Acoustic",2.67,0,0.664,0.621
Frank Ocean,Pink + White,2016,"hip hop, pop, R&B",3.08,79,0.544,0.554
Drake,Too Good,2016,"hip hop, pop, R&B",4.39,74,0.794,0.397
Ed Sheeran,Shape of You,2017,pop,3.9,84,0.825,0.931
Sean Paul,No Lie,2018,"hip hop, pop",3.69,84,0.742,0.463
Luis Fonsi,Despacito (Featuring Daddy Yankee),2017,"pop, latin",3.8,0,0.66,0.846
Sam Smith,Too Good At Goodbyes,2017,pop,3.35,79,0.681,0.476
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),2016,"pop, Dance/Electronic",4.18,75,0.72,0.742
Camila Cabello,Havana (feat. Young Thug),2017,pop,3.61,1,0.768,0.418
Imagine Dragons,Thunder,2017,rock,3.12,1,0.6,0.298
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),2018,pop,3.57,68,0.783,0.418
The Chainsmokers,Something Just Like This,2017,"pop, Dance/Electronic",4.12,83,0.617,0.446
Ed Sheeran,Perfect,2017,pop,4.39,85,0.599,0.168
MGMT,Little Dark Age,2018,rock,5.0,81,0.705,0.62
Travis Scott,goosebumps,2016,"hip hop, Dance/Electronic",4.06,83,0.841,0.43
Billie Eilish,Bored,2017,"pop, Dance/Electronic",3.02,84,0.614,0.112
Future,Mask Off,2017,"hip hop, pop",3.41,79,0.833,0.281
G-Eazy,Him & I,2017,"hip hop, pop",4.48,0,0.589,0.191
Maroon 5,Cold (feat. Future),2017,pop,3.91,0,0.697,0.506
Rae Sremmurd,Swang,2016,"hip hop, pop",3.47,75,0.681,0.166
Lil Peep,Save That Shit,2017,hip hop,3.86,77,0.534,0.145
A$AP Ferg,Plain Jane,2017,"hip hop, pop",2.89,74,0.797,0.52
French Montana,Unforgettable,2017,"hip hop, pop",3.9,82,0.726,0.733
21 Savage,Bank Account,2017,hip hop,3.67,74,0.884,0.376
